"date","Loon","Silver","Carol","North Twin","South Twin","McKusick","Long","Unnamed","Lily","Louise","West Boot","Big Carnelian","Unnamed (Goggins)","Benz","Mann","Bass","Unnamed (Bass)","Pat","Masterman","Wood Pile","Sunnybrook","Round","Plaisted","North School Section","South School Section","Unnamed (Jackson WMA)","Unnamed (Kismet Basin)","Klawitter Pond","Unnamed (Heiforts Pond)"
"1976-05-25",905.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1996-04-30",905.12,909.66,883.6,884.69,889.32,853.57,890.81,NA,845.15,945.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1996-05-02",905.16,909.62,883.44,884.75,889.28,NA,890.72,946.27,NA,945.37,918.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,972.24,NA,NA,NA,NA
"1996-05-07",905.17,909.66,883.32,884.69,889.14,NA,890.71,946.27,NA,NA,918.46,863.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1996-05-15",905.16,909.64,883.38,884.73,889.33,NA,890.57,946.24,NA,945.44,918.44,863.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1996-05-20",905.56,909.96,884.1,884.93,889.52,NA,891.29,946.5,NA,945.77,918.67,863.25,NA,NA,NA,NA,NA,NA,NA,NA,981.04,NA,NA,NA,NA,NA,NA,NA,NA
"1996-05-27",905.34,909.73,883.8,884.8,889.32,NA,890.78,946.39,NA,945.69,918.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,980.46,NA,NA,NA,NA,NA,NA,NA,NA
"1996-05-30",905.26,NA,883.74,NA,NA,NA,890.7,946.33,NA,945.65,918.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,972.58,NA,NA,NA,NA
"1996-06-01",905.23,909.66,883.7,884.73,889.28,NA,890.6,946.31,NA,945.61,NA,862.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1996-06-13",905.16,909.56,883.8,884.69,889.25,NA,890.39,NA,NA,945.63,918.44,862.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,972.66,NA,NA,NA,NA
"1996-06-18",905.3,909.62,883.86,884.77,889.32,NA,890.59,946.21,NA,NA,918.61,862.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1996-06-25",905.32,NA,883.95,NA,NA,NA,890.81,946.27,845.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,972.9,NA,NA,NA,NA
"1996-06-27",905.24,909.74,883.86,884.57,889.46,NA,890.73,NA,NA,945.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,980.36,NA,NA,NA,NA,NA,NA,NA,NA
"1996-07-05",905.12,909.53,883.66,884.65,889.3,NA,890.45,945.95,NA,945.69,918.51,862.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1996-07-16",904.99,909.44,883.7,884.59,889.18,NA,890.29,945.83,NA,945.59,918.43,862.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1996-07-24",905.02,909.4,883.7,884.73,889.19,NA,890.24,945.63,NA,945.57,918.4,862.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1996-07-31",904.98,909.36,883.7,884.61,889.17,NA,890.24,945.62,NA,945.53,918.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1996-08-07",904.96,909.35,883.3,884.61,889.17,NA,890.32,NA,NA,945.49,918.27,862.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1996-08-19",904.8,909.16,882.9,884.44,888.925,NA,890.13,NA,NA,945.27,918.11,862.39,NA,NA,NA,NA,NA,NA,NA,NA,979.06,NA,NA,NA,NA,NA,NA,NA,NA
"1996-08-20",904.8,NA,NA,NA,NA,NA,890.12,NA,NA,945.27,918.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1996-08-29",904.7,909.04,882.84,884.37,888.9,NA,890.05,NA,NA,945.15,918.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,972.24,NA,NA,NA,NA
"1996-09-08",904.69,908.94,882.86,884.29,888.8,NA,890.03,NA,NA,945.12,918.03,862.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1996-09-16",904.56,NA,882.82,884.19,888.64,NA,889.91,NA,NA,944.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,978.56,NA,NA,NA,NA,NA,NA,NA,NA
"1996-09-19",904.55,908.76,NA,NA,NA,NA,889.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1996-10-03",904.53,908.74,883,884.24,888.6,NA,890,NA,NA,944.87,917.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,971.86,NA,NA,NA,NA
"1996-10-11",904.46,908.66,883.09,NA,NA,NA,889.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1996-10-14",904.46,908.66,883.15,NA,888.5,NA,889.9,NA,NA,944.77,917.71,862.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1996-10-30",904.59,908.86,NA,884.57,888.82,NA,890.57,NA,NA,945.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1996-12-20",904.62,NA,883.15,884.67,889.28,853.71,890.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,972.46,NA,NA,NA,NA
"1997-01-07",904.26,NA,883.17,885.01,889.34,853.71,890.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1997-01-30",904.41,NA,NA,884.65,889.25,853.56,890.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,972.56,NA,NA,NA,NA
"1997-02-20",904.29,NA,NA,884.55,889.2,853.43,890.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,972.46,NA,NA,NA,NA
"1997-04-08",904.64,NA,NA,NA,NA,NA,NA,NA,NA,945.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1997-04-11",904.64,NA,883.33,884.73,887.37,NA,890.55,NA,846.11,945.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,972.93,NA,NA,NA,NA
"1997-04-21",904.4,907.82,883.31,884.66,887.27,NA,890.33,945.59,NA,945.75,918.44,862.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,889.52,945.59,NA,NA
"1997-04-29",903.99,907.7,883.21,884.59,887.17,NA,890.19,945.51,NA,945.79,NA,862.83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,889.33,945.51,NA,NA
"1997-05-07",903.84,907.6,883.35,884.53,887.13,NA,890.11,945.43,NA,945.63,918.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,945.43,NA,NA
"1997-05-19",903.8,907.5,883.53,884.53,887.09,NA,890.05,945.31,NA,945.49,918.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,889.1,945.31,NA,NA
"1997-05-28",903.74,907.44,883.43,884.45,886.99,NA,890,945.17,NA,945.37,918.12,NA,NA,NA,NA,957.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,945.17,NA,NA
"1997-05-29",903.72,907.43,883.59,884.46,887.01,NA,890,945.17,NA,945.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,972.56,888.98,945.17,NA,NA
"1997-06-02",903.7,907.4,883.59,884.43,886.97,NA,889.97,NA,NA,945.34,918.11,862.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1997-06-10",903.65,907.315,883.61,884.37,886.9,NA,889.92,NA,NA,945.24,918.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,888.84,NA,NA,NA
"1997-06-20",903.54,907.16,NA,884.27,886.79,NA,889.83,NA,NA,945.08,917.88,NA,NA,NA,NA,NA,NA,944.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1997-06-26",903.55,NA,NA,NA,NA,NA,889.89,958.62,NA,945.07,917.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,972.33,888.68,944.91,NA,NA
"1997-07-02",903.74,907.58,884.19,884.53,887.21,NA,891.65,945.31,NA,945.43,918.26,862.68,NA,NA,NA,957.59,NA,945.08,NA,NA,980.52,NA,NA,NA,972.78,NA,945.31,NA,NA
"1997-07-09",904,907.65,884.07,884.79,887.23,854.01,891.37,976.13,NA,945.47,918.24,NA,NA,NA,NA,957.59,NA,NA,954.61,969.2,NA,NA,NA,NA,NA,890.59,NA,NA,NA
"1997-07-18",903.99,907.6,884.03,884.78,887.22,NA,890.97,NA,NA,945.38,918.16,NA,NA,NA,NA,NA,NA,945.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1997-07-24",904.06,907.68,NA,NA,NA,NA,891.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,972.88,NA,NA,NA,NA
"1997-08-04",903.92,907.56,883.85,NA,887.15,NA,891.03,NA,NA,945.33,918.11,862.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1997-08-06",903.94,NA,NA,NA,NA,NA,891,NA,NA,NA,NA,NA,NA,NA,NA,957.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1997-08-07",903.87,NA,884.05,884.82,887.27,NA,890.99,975.91,NA,945.27,918.04,NA,NA,NA,NA,NA,NA,NA,954.58,969.11,NA,NA,NA,NA,972.7,889.35,NA,NA,NA
"1997-08-23",903.94,907.57,884.15,884.93,887.37,NA,NA,NA,NA,945.31,918.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,980.34,NA,NA,NA,NA,NA,NA,NA,NA
"1997-09-02",903.94,907.5,884.21,885.01,887.41,NA,891.33,960.37,NA,945.31,918.08,NA,NA,NA,NA,NA,NA,944.85,954.64,969.2,NA,NA,NA,NA,NA,889.39,945.05,NA,NA
"1997-09-12",903.94,907.42,884.23,884.83,887.37,NA,890.87,NA,NA,945.18,NA,NA,NA,NA,NA,NA,NA,944.79,NA,NA,NA,NA,NA,NA,NA,890.1,NA,NA,NA
"1997-09-23",903.84,907.38,884.33,884.98,NA,NA,890.77,944.87,NA,945.175,917.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,944.87,NA,NA
"1997-09-25",903.81,907.36,NA,884.96,NA,NA,890.69,NA,NA,NA,NA,NA,NA,NA,NA,957.43,NA,NA,NA,NA,NA,NA,NA,NA,972.51,NA,NA,NA,NA
"1997-10-06",903.78,907.24,884.13,884.91,887.23,NA,890.39,959.87,NA,945.03,917.82,NA,NA,NA,NA,NA,NA,NA,954.38,968.92,NA,NA,NA,NA,NA,889.48,944.73,NA,NA
"1997-10-10",903.84,907.38,884.28,884.83,887.37,NA,890.34,NA,NA,945.09,917.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1997-10-24",903.82,907.22,884.19,884.93,887.22,NA,890.38,974.83,NA,944.98,917.8,NA,NA,NA,NA,NA,NA,NA,954.38,968.84,NA,NA,NA,NA,NA,889.56,NA,NA,NA
"1997-11-06",903.8,907.2,884.23,884.91,887.23,853.19,NA,944.67,NA,944.95,917.78,NA,NA,953.69,NA,957.23,NA,944.39,954.38,968.8,979.74,NA,NA,NA,972.21,889.26,944.67,NA,NA
"1998-04-13",904.4,909.56,883.32,884.59,889.43,853.83,890.715,960,845.33,945.28,NA,863.07,NA,NA,NA,957.34,NA,944.59,954.87,969.09,981.03,NA,NA,NA,971.59,889.96,944.91,NA,NA
"1998-04-30",904.16,909.39,883.12,884.33,889.25,NA,927.9,952.48,NA,945.1,917.9,NA,NA,NA,958.92,957.14,NA,944.35,954.59,968.89,NA,962.34,NA,NA,NA,889.18,NA,NA,NA
"1998-05-20",904.08,NA,883.48,NA,889.25,NA,890.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,889.39,NA,NA,NA
"1998-06-04",904,909.3,883.34,884.29,889.15,NA,927.84,962.5,NA,944.99,917.81,NA,972.37,NA,959.08,NA,NA,NA,954.46,968.74,NA,962.4,972.42,NA,NA,889.91,NA,NA,NA
"1998-06-17",903.94,NA,NA,NA,NA,NA,890.27,NA,NA,944.88,NA,NA,NA,NA,NA,956.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1998-06-25",904.14,NA,NA,NA,NA,NA,890.98,963.86,NA,945.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,944.57,NA,NA
"1998-06-29",904.22,NA,NA,NA,NA,NA,891.22,NA,NA,945.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,971.41,NA,NA,NA,NA
"1998-07-05",904.16,NA,NA,NA,NA,NA,890.78,983.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,944.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1998-07-27",903.94,909,NA,884.22,888.95,NA,890.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1998-08-03",903.86,NA,883.07,NA,NA,NA,890.06,NA,NA,944.62,917.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1998-08-12",903.82,NA,NA,NA,NA,NA,890.19,NA,NA,944.55,917.35,NA,NA,NA,NA,956.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1998-08-20",903.92,NA,NA,NA,NA,853.37,890.52,963.56,845.36,944.95,NA,NA,971.98,953.84,NA,NA,NA,943.74,NA,NA,NA,NA,972.09,NA,970.92,NA,944.27,NA,NA
"1998-09-03",903.84,908.82,882.84,884.24,888.85,NA,927.59,951.325,NA,NA,917.31,NA,NA,NA,959.26,NA,NA,NA,954.11,968.19,NA,961.88,NA,NA,NA,889.69,NA,NA,NA
"1998-09-22",903.65,NA,NA,NA,NA,NA,889.88,982.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1998-10-06",903.64,908.48,882.75,884.07,888.64,NA,927.295,950.845,NA,NA,917.15,NA,NA,NA,959,NA,NA,NA,953.86,967.77,NA,NA,NA,NA,NA,889.36,NA,NA,NA
"1998-10-23",903.7,908.5,882.92,884.17,888.66,853.17,890.19,NA,845.21,944.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1999-04-06",904.18,908.53,883.37,884.52,888.75,853.36,890.42,960.95,846.07,944.12,NA,NA,NA,954.17,959.89,NA,NA,943.02,954.02,967.46,NA,NA,NA,NA,NA,890.34,943.77,NA,NA
"1999-05-05",904.18,908.55,882.74,884.22,888.75,853.28,927.665,950.655,NA,944.04,917.18,NA,NA,NA,959.65,NA,NA,NA,954.07,967.46,NA,962.21,NA,NA,NA,889.6,NA,NA,NA
"1999-05-24",904.62,908.85,884,NA,NA,853.6,928.195,951.205,NA,944.42,NA,NA,NA,NA,959.89,NA,NA,NA,954.46,967.78,NA,962.53,NA,NA,NA,890.51,NA,NA,NA
"1999-06-01",904.52,908.83,883.94,884.5,888.97,NA,927.845,951.115,NA,944.28,917.32,NA,971.58,NA,959.52,NA,NA,NA,954.37,967.66,NA,962.36,971.65,NA,NA,889.95,NA,NA,NA
"1999-06-15",904.74,NA,883.5,NA,NA,NA,927.855,NA,NA,944.5,917.72,NA,972.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1999-06-28",904.68,909.01,883.46,884.61,889.03,NA,927.875,951.665,NA,944.38,917.5,862.81,972.03,NA,959.56,NA,NA,NA,954.56,967.8,NA,962.45,NA,NA,NA,889.36,NA,NA,NA
"1999-07-15",904.57,908.86,NA,NA,NA,NA,NA,982.34,NA,944.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,971.82,NA,NA,NA,NA,NA,NA
"1999-08-03",904.56,908.77,882.92,884.46,888.83,NA,965.09,951.265,NA,944.2,917.43,NA,NA,NA,959.23,955.49,NA,NA,954.34,967.5,NA,962.09,NA,NA,971.68,889.89,NA,NA,NA
"1999-08-16",904.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,917.36,NA,NA,NA,NA,NA,NA,943.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1999-08-31",905.12,909.28,883.38,884.5,889,853.7,965.33,952.405,NA,944.72,917.7,NA,972.42,NA,959.73,NA,NA,NA,954.58,967.76,NA,962.45,972.27,NA,972.18,890.25,NA,NA,NA
"1999-09-22",904.98,909.11,NA,884.32,888.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,972.07,NA,NA,NA,NA,NA,NA
"1999-09-27",904.95,909.07,883.52,884.26,888.82,853.6,965.11,962.066666666667,NA,944.48,917.44,NA,971.94,NA,959.15,NA,NA,NA,954.38,967.48,NA,962.08,NA,NA,NA,889.06,NA,NA,NA
"1999-10-12",904.8,908.89,883.53,884.15,888.67,NA,965.01,961.726666666667,NA,944.3,917.36,862.08,NA,NA,959.01,NA,NA,NA,954.23,967.28,NA,961.91,NA,NA,971.72,888.98,NA,NA,NA
"1999-10-25",904.68,NA,NA,NA,NA,853.14,NA,NA,NA,944.12,917.29,862.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,971.63,NA,971.5,NA,NA,NA,NA
"2000-03-21",904.86,NA,883.11,NA,NA,NA,NA,954.365,NA,943.91,NA,NA,NA,NA,NA,NA,NA,NA,953.92,966.73,978.52,NA,NA,NA,NA,NA,NA,NA,NA
"2000-04-06",904.78,908.57,NA,884.2,888.37,NA,890.18,954.22,NA,943.79,917.34,NA,970.83,953.58,NA,NA,NA,942.5,NA,NA,978.5,NA,971.185,NA,971.105,889.505,NA,NA,NA
"2000-04-18",904.72,NA,NA,NA,NA,NA,890.11,NA,NA,943.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,889.45,NA,NA,NA
"2000-05-15",904.66,908.38,883.01,884.12,888.27,NA,890.6,980.78,843.99,943.57,917.31,NA,NA,NA,NA,954.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,889.34,942.98,NA,NA
"2000-05-19",904.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2000-06-07",904.9,NA,NA,NA,NA,853.773333333333,NA,NA,NA,NA,NA,NA,NA,953.62,NA,NA,NA,NA,NA,NA,NA,NA,970.99,NA,NA,NA,NA,NA,NA
"2000-06-21",904.85,NA,883.23,NA,NA,NA,890.56,NA,NA,NA,NA,NA,NA,953.62,NA,NA,NA,NA,NA,NA,NA,NA,970.85,NA,NA,NA,NA,NA,NA
"2000-06-27",904.78,908.4,NA,NA,NA,852.99,890.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2000-07-14",904.81,NA,NA,NA,NA,NA,927.53,949.92,NA,943.53,NA,NA,NA,NA,959.09,NA,NA,NA,953.78,966.41,978.6,961.69,NA,NA,NA,NA,NA,NA,NA
"2000-07-24",904.68,908.22,NA,NA,NA,853.09,NA,980.33,NA,943.34,917.2,NA,969.99,NA,NA,954.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2000-07-25",904.66,NA,882.93,884,NA,NA,NA,926.95,NA,943.33,NA,NA,NA,NA,NA,NA,NA,NA,953.58,966.21,978.3,NA,NA,NA,NA,889.28,942.68,NA,NA
"2000-08-09",904.54,908.03,NA,NA,NA,NA,NA,NA,NA,943.13,917.03,NA,969.69,953.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2000-08-21",904.42,NA,NA,NA,NA,852.86,NA,NA,NA,NA,917.28,NA,969.5,NA,NA,953.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2000-08-30",904.5,907.96,NA,NA,NA,NA,NA,981.14,NA,NA,917.06,NA,969.65,953.15,NA,NA,NA,941.58,NA,NA,NA,NA,970.33,NA,NA,NA,NA,NA,NA
"2000-09-19",904.4,907.8,882.85,883.72,887.95,NA,890.46,NA,844.99,942.95,NA,NA,969.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2000-10-02",904.4,NA,NA,NA,NA,NA,890.32,NA,NA,943.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2000-10-10",904.28,907.5,NA,883.52,NA,852.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,970.11,NA,NA,NA,NA,NA,NA
"2000-10-26",904.22,907.48,882.87,883.6,886.86,853.28,NA,NA,844.63,942.62,916.87,NA,968.89,952.86,NA,NA,NA,941.13,NA,NA,NA,NA,NA,NA,NA,889,NA,NA,NA
"2001-04-18",905.36,908.22,883.79,NA,NA,NA,928.1875,NA,NA,943.39,917.75,863.09,969.84,NA,NA,NA,NA,NA,NA,NA,978.82,962.28,970.27,NA,970.15,890.62,NA,NA,NA
"2001-05-02",905.82,NA,883.95,NA,NA,853.41,891.34,981.71,846.58,943.85,NA,NA,NA,954.14,NA,NA,NA,NA,NA,NA,NA,NA,970.72,NA,NA,890.79,NA,NA,NA
"2001-05-16",905.78,NA,NA,NA,NA,852.71,890.6,981.65,NA,943.79,NA,863.13,970.28,953.96,NA,NA,NA,942.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2001-05-29",905.82,NA,NA,NA,NA,852.83,890.58,NA,NA,943.84,917.63,NA,970.2,NA,NA,NA,NA,942.25,NA,NA,NA,NA,970.69,NA,NA,NA,NA,NA,NA
"2001-06-06",905.74,NA,NA,NA,NA,NA,890.42,NA,846.3,NA,917.55,NA,970.08,NA,NA,NA,NA,942.19,NA,NA,NA,NA,NA,NA,NA,889.54,NA,NA,NA
"2001-06-19",906.52,NA,884.09,NA,NA,NA,891.62,NA,847.31,944.37,917.93,NA,970.83,NA,NA,NA,NA,942.73,NA,NA,NA,NA,971.15,NA,NA,NA,NA,NA,NA
"2001-06-29",906.42,NA,NA,NA,NA,NA,890.8,NA,NA,NA,917.67,NA,970.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2001-07-11",905.94,NA,NA,NA,NA,NA,890.54,NA,NA,943.97,917.43,862.61,970.11,953.71,NA,NA,NA,NA,NA,NA,NA,NA,970.77,NA,NA,889.18,942.4,NA,NA
"2001-07-19",905.56,NA,NA,NA,NA,NA,890.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,970.73,NA,NA,891.49,NA,NA,NA
"2001-07-24",905.43,NA,NA,NA,NA,NA,890.6,975.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,970.69,NA,NA,NA,NA,NA,NA
"2001-08-02",905.08,NA,NA,NA,NA,NA,891.14,NA,846.04,NA,917.47,862.59,970.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2001-08-13",904.7,NA,NA,NA,NA,NA,890.62,NA,NA,NA,917.29,862.55,969.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2001-08-27",904.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,917.25,NA,969.665,NA,NA,953.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2001-09-11",904.62,NA,NA,NA,NA,852.55,890.66,NA,845.2,NA,917.25,NA,969.49,NA,NA,NA,NA,942.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2001-09-27",904.6,NA,NA,NA,NA,NA,890.82,NA,NA,NA,NA,NA,969.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2001-10-16",904.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,917.31,NA,969.3,NA,NA,953.47,NA,942.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2002-04-29",905.52,909.14,883.42,884.53,NA,NA,NA,NA,NA,943.71,NA,NA,NA,NA,NA,953.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,950.66,NA
"2002-05-14",906.1,NA,NA,NA,NA,NA,891.15,NA,NA,944.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2002-06-18",905.78,NA,883.19,NA,NA,NA,890.72,NA,NA,943.99,NA,862.7,NA,NA,NA,954,NA,NA,NA,NA,NA,NA,NA,NA,NA,889.17,943.58,NA,NA
"2002-07-12",906.64,NA,883.55,884.83,889.76,NA,891.4,NA,NA,944.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2002-07-15",906.56,NA,NA,NA,NA,NA,891.07,982.68,NA,944.69,NA,863.04,970.85,NA,NA,954.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,952.57,NA
"2002-07-22",905.96,NA,883.46,884.77,889.57,NA,890.68,NA,NA,944.58,NA,NA,970.77,NA,NA,954.54,NA,NA,NA,NA,979.93,NA,970.78,NA,NA,889.59,NA,952.3,NA
"2002-07-31",905.44,910.2,883.86,884.89,889.73,853.76,928.045,977.19,844.46,944.83,917.29,NA,970.93,954.75,959.68,NA,NA,NA,954.9,968.07,NA,962.29,970.97,NA,NA,890.49,NA,NA,NA
"2002-08-09",905.08,910.21,883.76,884.79,889.77,853.67,891.05,983,NA,944.89,NA,NA,970.97,NA,NA,NA,NA,NA,954.94,968.3,NA,NA,971.01,NA,970.93,890.06,NA,NA,NA
"2002-08-13",904.96,NA,NA,NA,NA,NA,890.85,NA,NA,944.83,NA,NA,970.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
