"date","Loon","Silver","Carol","North Twin","South Twin","McKusick","Long","Unnamed","Lily","Louise","West Boot","Big Carnelian","Unnamed (Goggins)","Benz","Mann","Bass","Unnamed (Bass)","Pat","Masterman","Wood Pile","Sunnybrook","Round","Plaisted","North School Section","South School Section","Unnamed (Jackson WMA)","Unnamed (Kismet Basin)","Klawitter Pond","Unnamed (Heiforts Pond)"
"2011-05-13",NA,NA,NA,NA,NA,NA,959.54,NA,NA,NA,NA,NA,NA,NA,958.67,NA,NA,NA,NA,NA,NA,959.66,NA,NA,961.77,NA,NA,NA,NA
"2011-05-27",NA,NA,NA,NA,NA,NA,959.66,NA,NA,NA,NA,NA,NA,NA,958.79,NA,NA,NA,NA,NA,NA,959.76,NA,NA,NA,NA,NA,NA,NA
"2011-06-10",NA,NA,NA,NA,NA,NA,959.48,925.65,NA,NA,NA,NA,NA,NA,958.55,NA,NA,NA,NA,NA,NA,959.64,NA,NA,961.65,NA,NA,NA,NA
"2011-07-22",NA,NA,NA,NA,NA,NA,959.66,926.15,NA,NA,NA,NA,NA,NA,958.75,NA,NA,NA,NA,NA,NA,959.84,NA,NA,NA,NA,NA,NA,NA
"2011-08-19",NA,NA,NA,NA,NA,NA,960.28,926.83,NA,NA,NA,NA,NA,NA,959.27,NA,NA,NA,NA,NA,NA,960.26,NA,NA,NA,NA,NA,NA,NA
"2011-09-02",NA,NA,NA,NA,NA,NA,960.08,NA,NA,NA,NA,NA,NA,NA,959.03,NA,NA,NA,NA,NA,NA,960.08,NA,NA,NA,NA,NA,NA,NA
"2011-09-15",NA,NA,NA,NA,NA,NA,959.92,926.17,NA,NA,NA,NA,NA,NA,958.77,NA,NA,NA,NA,NA,NA,959.92,NA,NA,NA,NA,NA,950.3,NA
"2011-09-30",NA,NA,NA,NA,NA,NA,959.85,926.03,NA,NA,NA,NA,NA,NA,958.57,NA,NA,NA,NA,NA,NA,959.82,NA,NA,NA,NA,NA,NA,NA
"2011-10-14",NA,NA,NA,NA,NA,NA,959.78,925.97,NA,NA,NA,NA,NA,NA,958.43,NA,NA,NA,NA,NA,NA,959.74,NA,NA,NA,NA,NA,NA,NA
"2011-10-25",NA,NA,NA,NA,NA,NA,959.68,NA,NA,NA,NA,NA,NA,NA,958.29,NA,NA,NA,NA,NA,NA,959.6,NA,NA,NA,NA,NA,NA,NA
"2012-06-27",NA,NA,NA,NA,NA,NA,960.31,NA,NA,NA,NA,NA,NA,NA,958.47,NA,NA,NA,NA,NA,NA,960.12,NA,NA,NA,NA,NA,NA,NA
"2013-01-30",NA,NA,NA,NA,NA,NA,959.11,NA,NA,NA,NA,NA,NA,NA,956.52,946.46,NA,NA,NA,NA,NA,958.69,NA,NA,959.93,NA,NA,NA,NA
"2013-06-07",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,958.11,948.01,NA,NA,NA,NA,NA,960.51,965.51,NA,961.1,NA,NA,NA,NA
"2013-06-14",NA,NA,NA,NA,NA,NA,NA,973.35,NA,NA,NA,NA,NA,NA,958.43,NA,NA,NA,NA,NA,NA,960.69,965.65,NA,961.18,NA,NA,NA,NA
"2013-06-21",NA,NA,NA,NA,NA,NA,961.39,NA,NA,NA,NA,NA,NA,NA,958.93,NA,NA,NA,NA,NA,NA,961.67,965.86,NA,NA,NA,NA,948.07,NA
"2013-08-15",NA,NA,NA,NA,NA,NA,960.99,NA,NA,NA,NA,NA,NA,NA,958.37,NA,NA,NA,NA,NA,NA,960.09,NA,NA,NA,NA,NA,NA,NA
"2013-10-11",NA,NA,NA,NA,NA,NA,960.39,NA,NA,NA,NA,NA,NA,NA,957.43,NA,NA,NA,NA,NA,NA,959.51,965.48,NA,NA,NA,NA,NA,NA
"2014-06-11",NA,NA,NA,NA,NA,NA,962.07,NA,NA,NA,NA,NA,NA,NA,960.9,NA,NA,NA,NA,NA,NA,960.85,NA,NA,NA,NA,NA,NA,NA
"2014-06-27",NA,NA,NA,NA,NA,NA,963.01,981.79,NA,NA,NA,NA,NA,NA,961.24,NA,NA,NA,NA,NA,NA,961.17,NA,NA,NA,NA,942.44,NA,NA
"2014-07-10",NA,NA,NA,NA,NA,NA,962.95,NA,NA,NA,NA,NA,NA,NA,961.1,NA,NA,NA,NA,NA,NA,961.05,NA,NA,962.09,NA,NA,952.03,NA
"2014-08-06",NA,NA,NA,NA,NA,NA,962.57,NA,NA,NA,NA,NA,NA,NA,960.72,NA,NA,NA,NA,NA,NA,960.65,NA,NA,NA,NA,NA,NA,NA
"2014-08-18",NA,NA,NA,NA,NA,NA,962.53,NA,NA,NA,NA,NA,NA,NA,960.84,NA,NA,NA,NA,NA,979.36,960.57,NA,NA,NA,NA,NA,NA,NA
"2014-09-15",NA,NA,NA,NA,NA,NA,962.47,NA,NA,NA,NA,NA,NA,NA,960.48,NA,NA,NA,NA,NA,979.06,960.53,NA,NA,NA,NA,NA,NA,NA
"2014-10-02",NA,NA,NA,NA,NA,NA,962.41,NA,NA,NA,NA,NA,NA,NA,960.2,NA,NA,NA,NA,NA,NA,960.47,NA,NA,NA,NA,NA,NA,NA
"2015-04-02",NA,NA,NA,NA,NA,NA,962.13,979.9,NA,NA,NA,NA,NA,NA,959.15,NA,NA,NA,NA,NA,NA,960.22,NA,NA,NA,NA,NA,NA,NA
"2015-05-07",NA,NA,NA,NA,NA,NA,962.03,NA,NA,NA,NA,NA,NA,NA,958.85,NA,NA,NA,NA,NA,NA,960.26,NA,NA,NA,NA,NA,NA,NA
"2015-06-05",NA,NA,NA,NA,NA,NA,962.11,NA,NA,NA,NA,NA,NA,NA,959.21,NA,NA,NA,NA,NA,NA,960.48,NA,NA,NA,NA,NA,NA,NA
"2015-07-02",NA,NA,NA,NA,NA,NA,962.07,NA,NA,NA,NA,NA,NA,NA,959.23,NA,NA,NA,NA,NA,NA,960.4,NA,NA,NA,NA,NA,NA,NA
"2015-07-31",NA,NA,NA,NA,NA,NA,962.19,NA,NA,NA,NA,NA,NA,NA,959.95,NA,NA,NA,NA,NA,NA,960.56,NA,NA,NA,NA,NA,948.98,NA
"2015-08-28",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,959.63,NA,NA,NA,NA,NA,NA,960.34,NA,NA,NA,NA,NA,NA,NA
"2015-09-23",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,959.83,NA,NA,NA,NA,NA,NA,960.5,NA,NA,NA,NA,NA,NA,NA
"2016-04-05",NA,NA,NA,NA,NA,NA,962.66,NA,NA,NA,NA,NA,NA,NA,961.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2016-05-04",NA,NA,NA,NA,NA,NA,962.7,980.31,NA,NA,NA,NA,NA,NA,960.56,NA,NA,NA,NA,NA,NA,960.89,NA,NA,NA,889.54,NA,NA,NA
"2016-06-03",NA,NA,NA,NA,NA,NA,962.68,980.05,NA,NA,NA,NA,NA,NA,960.22,NA,NA,NA,NA,NA,NA,960.69,NA,NA,962.83,NA,NA,NA,NA
"2016-07-01",NA,NA,NA,NA,NA,NA,962.56,NA,NA,NA,NA,NA,NA,NA,959.96,NA,NA,NA,NA,NA,NA,960.67,NA,NA,962.81,NA,NA,949.58,NA
"2016-07-29",NA,NA,NA,NA,NA,NA,962.48,979.87,NA,NA,NA,NA,NA,NA,959.78,NA,NA,NA,NA,NA,NA,960.63,NA,NA,NA,NA,NA,NA,NA
"2016-08-24",NA,NA,NA,NA,NA,NA,962.68,NA,NA,NA,NA,NA,NA,NA,960.3,NA,NA,NA,NA,NA,NA,960.95,NA,NA,NA,NA,NA,NA,NA
"2016-09-23",NA,NA,NA,NA,NA,NA,963.2,NA,NA,NA,NA,NA,NA,NA,961.32,NA,NA,NA,NA,NA,980.8,961.23,NA,NA,963.59,NA,NA,NA,NA
"2017-04-20",NA,NA,NA,NA,NA,NA,964.21,NA,NA,NA,NA,NA,NA,NA,960.6,NA,NA,NA,NA,NA,980.4,960.96,NA,NA,NA,NA,NA,951.17,NA
"2017-05-19",NA,NA,NA,NA,NA,NA,964.68,NA,NA,NA,NA,NA,NA,NA,961.5,NA,NA,NA,NA,NA,980.85,961.18,NA,NA,NA,NA,NA,NA,NA
"2017-06-02",NA,NA,NA,NA,NA,NA,964.7,NA,NA,NA,NA,NA,NA,NA,960.92,NA,NA,NA,NA,NA,NA,961.08,NA,NA,NA,NA,NA,NA,NA
"2017-06-16",NA,NA,NA,NA,NA,NA,964.59,NA,NA,NA,NA,NA,NA,NA,960.8,NA,NA,NA,NA,NA,NA,960.96,NA,NA,NA,NA,NA,NA,NA
"2017-06-30",NA,NA,NA,NA,NA,NA,964.55,NA,NA,NA,NA,NA,NA,NA,960.5,NA,NA,NA,NA,NA,NA,960.86,NA,NA,NA,NA,NA,NA,NA
"2017-07-14",NA,NA,NA,NA,NA,NA,964.43,NA,NA,NA,NA,NA,NA,NA,960.22,NA,NA,NA,NA,NA,NA,960.7,NA,NA,NA,NA,NA,NA,NA
"2017-07-26",NA,NA,NA,NA,NA,NA,964.43,NA,NA,NA,NA,NA,NA,NA,960.12,NA,NA,NA,NA,NA,NA,960.64,NA,NA,NA,NA,NA,951.07,NA
"2017-08-23",NA,NA,NA,NA,NA,NA,964.37,NA,NA,NA,NA,NA,NA,NA,959.96,NA,NA,NA,NA,NA,NA,960.54,NA,NA,NA,NA,NA,NA,NA
"2017-09-22",NA,NA,NA,NA,NA,NA,964.21,NA,NA,NA,NA,NA,NA,NA,959.66,NA,NA,NA,NA,NA,NA,960.36,NA,NA,NA,NA,NA,NA,NA
"2017-10-06",NA,NA,NA,NA,NA,NA,964.35,NA,NA,NA,NA,NA,NA,NA,959.84,NA,NA,NA,NA,NA,NA,960.52,NA,NA,NA,NA,NA,NA,NA
"2017-10-20",NA,NA,NA,NA,NA,NA,964.33,NA,NA,NA,NA,NA,NA,NA,959.86,NA,NA,NA,NA,NA,NA,960.52,NA,NA,NA,NA,NA,NA,NA
"2018-05-30",NA,NA,NA,NA,NA,NA,964.61,981.64,NA,NA,NA,NA,NA,NA,960.42,NA,NA,NA,NA,NA,NA,960.89,NA,NA,NA,NA,NA,NA,NA
"2018-06-29",NA,NA,NA,NA,NA,NA,964.81,NA,NA,NA,NA,NA,NA,NA,960.86,NA,NA,NA,NA,NA,NA,960.99,NA,NA,NA,NA,NA,NA,NA
"2018-07-13",NA,NA,NA,NA,NA,NA,964.93,NA,NA,NA,NA,NA,NA,NA,961.26,NA,NA,NA,NA,NA,NA,961.21,NA,NA,967.33,NA,NA,NA,NA
"2018-08-23",NA,NA,NA,NA,NA,NA,964.37,NA,NA,NA,NA,NA,NA,NA,960.46,NA,NA,NA,NA,NA,NA,960.59,NA,NA,NA,NA,NA,NA,NA
"2018-09-07",NA,NA,NA,NA,NA,NA,964.59,NA,NA,NA,NA,NA,NA,NA,960.3,NA,NA,NA,NA,NA,NA,960.79,NA,NA,NA,NA,NA,NA,NA
"2018-09-19",NA,NA,NA,NA,NA,NA,964.47,NA,NA,NA,NA,NA,NA,NA,959.92,NA,NA,NA,NA,NA,NA,960.63,NA,NA,NA,NA,NA,NA,NA
"2018-10-05",NA,NA,NA,NA,NA,NA,964.77,981.8,NA,NA,NA,NA,NA,NA,960.24,NA,NA,NA,NA,NA,NA,960.91,NA,NA,NA,NA,NA,NA,NA
"2018-10-19",NA,NA,NA,NA,NA,NA,964.85,NA,NA,NA,NA,NA,NA,NA,960.34,NA,NA,NA,NA,NA,NA,960.99,NA,NA,967.65,NA,NA,949.31,NA
"2019-04-19",NA,NA,NA,NA,NA,NA,NA,983.315,NA,NA,NA,NA,NA,NA,961.58,NA,NA,NA,NA,NA,NA,961.37,NA,NA,NA,NA,NA,NA,NA
"2019-05-16",NA,NA,NA,NA,NA,NA,964.96,983.4,NA,NA,NA,NA,NA,NA,961.5,NA,NA,NA,NA,NA,NA,961.29,NA,NA,NA,NA,NA,NA,NA
"2019-05-31",NA,NA,NA,NA,NA,NA,965.02,NA,NA,NA,NA,NA,NA,NA,961.64,NA,NA,NA,NA,NA,NA,961.35,NA,NA,NA,NA,NA,NA,NA
"2019-06-28",NA,NA,NA,NA,NA,NA,964.78,NA,NA,NA,NA,NA,NA,NA,960.82,NA,NA,NA,NA,NA,NA,961.07,NA,NA,NA,NA,NA,NA,NA
"2019-07-26",NA,NA,NA,NA,NA,NA,964.7,NA,NA,NA,NA,NA,NA,NA,960.36,NA,NA,NA,NA,NA,NA,960.89,NA,NA,NA,NA,NA,NA,NA
"2019-10-04",NA,NA,NA,NA,NA,NA,964.86,NA,NA,NA,NA,NA,NA,NA,960.46,NA,NA,NA,NA,NA,NA,960.97,NA,NA,NA,NA,NA,NA,NA
"1975-09-12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,950.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1989-03-15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,950.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1997-10-22",NA,NA,NA,NA,NA,NA,NA,944.71,NA,NA,NA,NA,NA,NA,NA,957.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,944.71,NA,NA
"1999-09-29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,955.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1999-10-13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,955.29,NA,NA,NA,NA,NA,NA,971.8,NA,NA,NA,NA,NA,NA
"2000-06-05",NA,NA,NA,NA,NA,NA,NA,980.91,NA,NA,NA,NA,NA,NA,NA,954.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2000-08-14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,953.56,NA,NA,NA,NA,977.95,NA,NA,NA,NA,NA,NA,NA,NA
"2000-08-28",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,953.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2001-08-14",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,953.77,NA,942.29,NA,NA,NA,NA,970.41,NA,NA,NA,942.2,NA,NA
"2001-09-03",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,953.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2001-10-29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,953.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,889.7,NA,NA,NA
"2001-11-09",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,953.29,NA,NA,NA,NA,NA,NA,NA,NA,969.49,NA,NA,NA,NA
"2003-04-02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,955.24,NA,NA,NA,NA,NA,NA,970.26,NA,NA,NA,NA,NA,NA
"2003-07-07",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,955.74,NA,NA,NA,NA,980.26,NA,NA,NA,NA,NA,NA,NA,NA
"2003-11-10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,954.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2004-04-26",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,954.15,NA,NA,NA,NA,978.75,NA,NA,NA,NA,NA,NA,NA,NA
"2004-05-17",NA,NA,NA,NA,NA,NA,NA,972.92,NA,NA,NA,NA,NA,NA,NA,954.16,NA,NA,953.84,967.11,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2004-05-31",NA,NA,NA,NA,NA,NA,NA,982.18,NA,NA,NA,NA,NA,NA,NA,954.48,NA,NA,NA,NA,979,NA,969.54,NA,969.72,NA,942.73,NA,NA
"2004-06-07",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,954.66,NA,NA,NA,NA,979.05,NA,NA,NA,NA,NA,NA,NA,NA
"2004-07-05",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,954.5,NA,NA,NA,NA,979.05,NA,NA,NA,NA,NA,NA,NA,NA
"2004-08-29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,953.84,NA,NA,NA,NA,NA,NA,968.72,NA,NA,NA,NA,NA,NA
"2005-04-24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,954.48,NA,NA,NA,NA,NA,NA,968.8,NA,NA,NA,942.09,950.72,NA
"2005-05-07",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,954.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2005-05-29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,954.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2005-06-20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,954.44,NA,NA,NA,NA,978.57,NA,NA,NA,NA,NA,942.19,NA,NA
"2005-07-10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,954.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,942.04,NA,NA
"2005-11-07",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,953.88,NA,NA,NA,NA,978.27,NA,NA,NA,NA,NA,941.75,NA,NA
"2005-11-20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,953.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2006-05-01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,952.67,NA,NA,NA,NA,979.41,NA,967.84,NA,968.08,NA,NA,NA,NA
"2006-05-20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,952.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2006-05-28",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,952.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,941.91,NA,NA
"2006-06-11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,952.33,NA,NA,NA,NA,NA,NA,NA,NA,967.76,NA,NA,NA,NA
"2006-06-13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,952.31,957.03,NA,954.41,966.09,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2006-07-17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,951.69,NA,NA,NA,NA,978.11,NA,NA,NA,967.16,NA,NA,NA,NA
"2006-07-28",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,951.63,NA,NA,NA,NA,NA,NA,966.9,NA,NA,NA,NA,NA,NA
"2006-07-31",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,951.53,NA,NA,NA,NA,977.91,NA,NA,NA,NA,NA,941.01,NA,NA
"2006-08-07",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,951.79,NA,NA,NA,NA,978.26,NA,NA,NA,967.18,NA,NA,NA,NA
"2006-09-18",NA,NA,NA,NA,NA,NA,NA,979.37,NA,NA,NA,NA,NA,NA,NA,951.43,NA,NA,NA,NA,977.96,NA,NA,NA,966.82,NA,NA,NA,NA
"2006-10-02",NA,NA,NA,NA,NA,NA,NA,970.65,NA,NA,NA,NA,NA,NA,NA,951.45,NA,NA,NA,NA,978.06,NA,966.54,NA,NA,NA,NA,948.93,NA
"2006-10-16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,951.29,NA,NA,NA,NA,977.86,NA,NA,NA,NA,NA,NA,NA,NA
"2006-10-24",NA,NA,NA,NA,NA,NA,NA,979.15,NA,NA,NA,NA,NA,NA,NA,951.13,NA,NA,NA,NA,NA,NA,NA,NA,966.58,NA,NA,NA,NA
"2007-04-27",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,950.84,NA,NA,NA,NA,NA,NA,NA,NA,966.44,NA,NA,NA,NA
"2007-05-12",NA,NA,NA,NA,NA,NA,NA,978.87,NA,NA,NA,NA,NA,NA,NA,950.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2007-05-20",NA,NA,NA,NA,NA,NA,NA,978.69,NA,NA,NA,NA,NA,NA,NA,950.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,940,NA,NA
"2007-05-28",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,950.54,NA,NA,NA,NA,978.36,NA,NA,NA,NA,NA,NA,NA,NA
"2007-06-11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,950.46,NA,NA,NA,NA,978.46,NA,NA,NA,NA,NA,NA,NA,NA
"2007-06-17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,950.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2007-07-08",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,950.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,939.41,NA,NA
"2007-07-12",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,949.94,NA,NA,NA,NA,NA,NA,965.4,NA,NA,NA,NA,NA,NA
"2007-07-29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,949.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2007-07-30",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,949.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2007-08-04",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,949.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,947.82,NA
"2007-08-20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,949.7,NA,NA,NA,NA,977.33,NA,NA,NA,NA,NA,NA,NA,NA
"2007-08-27",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,949.74,NA,NA,NA,NA,977.33,NA,965.36,NA,NA,NA,NA,NA,NA
"2007-09-24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,949.74,NA,NA,NA,NA,977.98,NA,NA,NA,NA,NA,939.73,NA,NA
"2007-10-08",NA,NA,NA,NA,NA,NA,NA,978.42,NA,NA,NA,NA,NA,NA,NA,950.14,NA,NA,NA,NA,978.88,NA,NA,NA,NA,NA,940.16,NA,NA
"2007-10-15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,950.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2007-10-29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,950.24,NA,NA,NA,NA,978.58,NA,NA,NA,NA,NA,NA,NA,NA
"2007-11-05",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,950.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2007-11-13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,950.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2007-11-19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,950.06,NA,NA,NA,NA,978.28,NA,NA,NA,NA,NA,NA,NA,NA
"2007-11-30",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,950,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2008-04-07",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,949.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2008-04-13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,949.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2008-04-17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,949.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2008-05-19",NA,NA,NA,NA,NA,NA,NA,979.2,NA,NA,NA,NA,NA,NA,NA,950.29,NA,NA,NA,964.85,979.11,NA,NA,NA,NA,NA,940.64,NA,NA
"2008-05-26",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,950.27,NA,NA,NA,NA,978.91,NA,NA,NA,NA,NA,NA,NA,NA
"2008-05-30",NA,NA,NA,NA,NA,NA,NA,979.17,NA,NA,NA,NA,NA,NA,NA,950.27,955.63,NA,NA,NA,NA,NA,NA,NA,965.39,NA,NA,NA,NA
"2008-06-09",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,950.35,NA,NA,NA,NA,979.16,NA,NA,NA,NA,NA,NA,NA,NA
"2008-06-23",NA,NA,NA,NA,NA,NA,NA,979.13,NA,NA,NA,NA,NA,NA,NA,950.33,NA,NA,NA,NA,978.96,NA,NA,NA,NA,NA,NA,NA,NA
"2008-07-04",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,950.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2008-08-03",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,949.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2008-08-05",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,949.89,955.43,939.91,NA,NA,NA,NA,966.17,NA,NA,NA,NA,NA,NA
"2008-08-15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,949.83,NA,NA,NA,NA,NA,NA,NA,NA,964.83,NA,NA,NA,NA
"2008-08-17",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,949.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,939.92,NA,NA
"2008-09-12",NA,NA,NA,NA,NA,NA,NA,978.21,NA,NA,NA,NA,NA,NA,NA,949.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2008-09-21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,949.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,947.2,NA
"2008-09-28",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,949.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
