"dowlknum","date","pw_basin_name","Lat_DD","Lon_DD","elev.ft.NGVD29","elev.ft.NAVD88"
82001500,"1999-04-06","Loon",45.1129133559011,-92.8379121851889,904.18,904.31779528
82001500,"1999-05-05","Loon",45.1129133559011,-92.8379121851889,904.18,904.31779528
82001500,"1999-05-24","Loon",45.1129133559011,-92.8379121851889,904.62,904.75779528
82001500,"1999-06-01","Loon",45.1129133559011,-92.8379121851889,904.52,904.65779528
82001500,"1999-06-15","Loon",45.1129133559011,-92.8379121851889,904.74,904.87779528
82001500,"1999-06-28","Loon",45.1129133559011,-92.8379121851889,904.68,904.81779528
82001500,"1999-07-15","Loon",45.1129133559011,-92.8379121851889,904.57,904.70779528
82001500,"1999-08-03","Loon",45.1129133559011,-92.8379121851889,904.56,904.69779528
82001500,"1999-08-16","Loon",45.1129133559011,-92.8379121851889,904.48,904.61779528
82001500,"1999-08-31","Loon",45.1129133559011,-92.8379121851889,905.12,905.25779528
82001500,"1999-09-22","Loon",45.1129133559011,-92.8379121851889,904.98,905.11779528
82001500,"1999-09-27","Loon",45.1129133559011,-92.8379121851889,904.95,905.08779528
82001500,"1999-10-12","Loon",45.1129133559011,-92.8379121851889,904.8,904.93779528
82001500,"1999-10-25","Loon",45.1129133559011,-92.8379121851889,904.68,904.81779528
82001500,"2000-03-21","Loon",45.1129133559011,-92.8379121851889,904.86,904.99779528
82001500,"2000-04-06","Loon",45.1129133559011,-92.8379121851889,904.78,904.91779528
82001500,"2000-04-18","Loon",45.1129133559011,-92.8379121851889,904.72,904.85779528
82001500,"2000-05-15","Loon",45.1129133559011,-92.8379121851889,904.66,904.79779528
82001500,"2000-05-19","Loon",45.1129133559011,-92.8379121851889,904.76,904.89779528
82001500,"2000-06-07","Loon",45.1129133559011,-92.8379121851889,904.9,905.03779528
82001500,"2000-06-21","Loon",45.1129133559011,-92.8379121851889,904.85,904.98779528
82001500,"2000-06-27","Loon",45.1129133559011,-92.8379121851889,904.78,904.91779528
82001500,"2000-07-14","Loon",45.1129133559011,-92.8379121851889,904.81,904.94779528
82001500,"2000-07-24","Loon",45.1129133559011,-92.8379121851889,904.68,904.81779528
82001500,"2000-07-25","Loon",45.1129133559011,-92.8379121851889,904.66,904.79779528
82001500,"2000-08-09","Loon",45.1129133559011,-92.8379121851889,904.54,904.67779528
82001500,"2000-08-21","Loon",45.1129133559011,-92.8379121851889,904.42,904.55779528
82001500,"2000-08-30","Loon",45.1129133559011,-92.8379121851889,904.5,904.63779528
82001500,"2000-09-19","Loon",45.1129133559011,-92.8379121851889,904.4,904.53779528
82001500,"2000-10-02","Loon",45.1129133559011,-92.8379121851889,904.4,904.53779528
82001500,"2000-10-10","Loon",45.1129133559011,-92.8379121851889,904.28,904.41779528
82001500,"2000-10-26","Loon",45.1129133559011,-92.8379121851889,904.22,904.35779528
82001500,"2001-04-18","Loon",45.1129133559011,-92.8379121851889,905.36,905.49779528
82001500,"2001-05-02","Loon",45.1129133559011,-92.8379121851889,905.82,905.95779528
82001500,"2001-05-16","Loon",45.1129133559011,-92.8379121851889,905.78,905.91779528
82001500,"2001-05-29","Loon",45.1129133559011,-92.8379121851889,905.82,905.95779528
82001500,"2001-06-06","Loon",45.1129133559011,-92.8379121851889,905.74,905.87779528
82001500,"2001-06-19","Loon",45.1129133559011,-92.8379121851889,906.52,906.65779528
82001500,"2001-06-29","Loon",45.1129133559011,-92.8379121851889,906.42,906.55779528
82001500,"2001-07-11","Loon",45.1129133559011,-92.8379121851889,905.94,906.07779528
82001500,"2001-07-19","Loon",45.1129133559011,-92.8379121851889,905.56,905.69779528
82001500,"2001-07-24","Loon",45.1129133559011,-92.8379121851889,905.43,905.56779528
82001500,"2001-08-02","Loon",45.1129133559011,-92.8379121851889,905.08,905.21779528
82001500,"2001-08-13","Loon",45.1129133559011,-92.8379121851889,904.7,904.83779528
82001500,"2001-08-27","Loon",45.1129133559011,-92.8379121851889,904.65,904.78779528
82001500,"2001-09-11","Loon",45.1129133559011,-92.8379121851889,904.62,904.75779528
82001500,"2001-09-27","Loon",45.1129133559011,-92.8379121851889,904.6,904.73779528
82001500,"2001-10-16","Loon",45.1129133559011,-92.8379121851889,904.67,904.80779528
82001500,"2002-04-29","Loon",45.1129133559011,-92.8379121851889,905.52,905.65779528
82001500,"2002-05-14","Loon",45.1129133559011,-92.8379121851889,906.1,906.23779528
82001500,"2002-06-18","Loon",45.1129133559011,-92.8379121851889,905.78,905.91779528
82001500,"2002-07-12","Loon",45.1129133559011,-92.8379121851889,906.64,906.77779528
82001500,"2002-07-15","Loon",45.1129133559011,-92.8379121851889,906.56,906.69779528
82001500,"2002-07-22","Loon",45.1129133559011,-92.8379121851889,905.96,906.09779528
82001500,"2002-07-31","Loon",45.1129133559011,-92.8379121851889,905.44,905.57779528
82001500,"2002-08-09","Loon",45.1129133559011,-92.8379121851889,905.08,905.21779528
82001500,"2002-08-13","Loon",45.1129133559011,-92.8379121851889,904.96,905.09779528
82001500,"2002-08-20","Loon",45.1129133559011,-92.8379121851889,904.78,904.91779528
82001500,"2002-08-26","Loon",45.1129133559011,-92.8379121851889,904.88,905.01779528
82001500,"2002-09-05","Loon",45.1129133559011,-92.8379121851889,904.74,904.87779528
82001500,"2002-09-11","Loon",45.1129133559011,-92.8379121851889,904.84,904.97779528
82001500,"2002-09-19","Loon",45.1129133559011,-92.8379121851889,904.7,904.83779528
82001500,"2002-09-25","Loon",45.1129133559011,-92.8379121851889,904.67,904.80779528
82001500,"2002-10-02","Loon",45.1129133559011,-92.8379121851889,904.66,904.79779528
82001500,"2002-10-07","Loon",45.1129133559011,-92.8379121851889,904.9,905.03779528
82001500,"2002-10-18","Loon",45.1129133559011,-92.8379121851889,904.78,904.91779528
82001500,"2002-10-23","Loon",45.1129133559011,-92.8379121851889,904.74,904.87779528
82001500,"2002-11-01","Loon",45.1129133559011,-92.8379121851889,904.68,904.81779528
82001500,"2002-11-05","Loon",45.1129133559011,-92.8379121851889,904.68,904.81779528
82001500,"2002-12-02","Loon",45.1129133559011,-92.8379121851889,904.54,904.67779528
82001500,"2003-04-15","Loon",45.1129133559011,-92.8379121851889,904.66,904.79779528
82001500,"2003-04-22","Loon",45.1129133559011,-92.8379121851889,904.88,905.01779528
82001500,"2003-05-16","Loon",45.1129133559011,-92.8379121851889,905.42,905.55779528
82001500,"2003-05-21","Loon",45.1129133559011,-92.8379121851889,905.52,905.65779528
82001500,"2003-06-06","Loon",45.1129133559011,-92.8379121851889,905.3,905.43779528
82001500,"2003-06-17","Loon",45.1129133559011,-92.8379121851889,905.17,905.30779528
82001500,"2003-07-03","Loon",45.1129133559011,-92.8379121851889,905.22,905.35779528
82001500,"2003-07-15","Loon",45.1129133559011,-92.8379121851889,905.02,905.15779528
82001500,"2003-07-17","Loon",45.1129133559011,-92.8379121851889,904.92,905.05779528
82001500,"2003-08-01","Loon",45.1129133559011,-92.8379121851889,904.64,904.77779528
82001500,"2003-08-11","Loon",45.1129133559011,-92.8379121851889,904.5,904.63779528
82001500,"2003-08-27","Loon",45.1129133559011,-92.8379121851889,904.28,904.41779528
82001500,"2003-09-09","Loon",45.1129133559011,-92.8379121851889,904.1,904.23779528
82001500,"2003-09-26","Loon",45.1129133559011,-92.8379121851889,904.08,904.21779528
82001500,"2003-10-06","Loon",45.1129133559011,-92.8379121851889,904,904.13779528
82001500,"2003-10-09","Loon",45.1129133559011,-92.8379121851889,904,904.13779528
82001500,"2003-10-23","Loon",45.1129133559011,-92.8379121851889,903.94,904.07779528
82001500,"2004-04-13","Loon",45.1129133559011,-92.8379121851889,904.38,904.51779528
82001500,"2004-04-27","Loon",45.1129133559011,-92.8379121851889,904.52,904.65779528
82001500,"2004-05-13","Loon",45.1129133559011,-92.8379121851889,904.48,904.61779528
82001500,"2004-05-26","Loon",45.1129133559011,-92.8379121851889,904.56,904.69779528
82001500,"2004-06-11","Loon",45.1129133559011,-92.8379121851889,904.81,904.94779528
82001500,"2004-06-22","Loon",45.1129133559011,-92.8379121851889,904.54,904.67779528
82001500,"2004-07-09","Loon",45.1129133559011,-92.8379121851889,904.56,904.69779528
82001500,"2004-07-21","Loon",45.1129133559011,-92.8379121851889,904.46,904.59779528
82001500,"2004-08-03","Loon",45.1129133559011,-92.8379121851889,904.54,904.67779528
82001500,"2004-08-20","Loon",45.1129133559011,-92.8379121851889,904.22,904.35779528
82001500,"2004-09-02","Loon",45.1129133559011,-92.8379121851889,904.16,904.29779528
82001500,"2004-09-14","Loon",45.1129133559011,-92.8379121851889,904.26,904.39779528
82001500,"2004-10-01","Loon",45.1129133559011,-92.8379121851889,904.3,904.43779528
82001500,"2004-10-12","Loon",45.1129133559011,-92.8379121851889,904.14,904.27779528
82001500,"2004-10-26","Loon",45.1129133559011,-92.8379121851889,904.22,904.35779528
82001500,"2005-04-13","Loon",45.1129133559011,-92.8379121851889,904.87,905.00779528
82001500,"2005-04-20","Loon",45.1129133559011,-92.8379121851889,904.95,905.08779528
82001500,"2005-04-28","Loon",45.1129133559011,-92.8379121851889,904.87,905.00779528
82001500,"2005-05-02","Loon",45.1129133559011,-92.8379121851889,904.83,904.96779528
82001500,"2005-05-17","Loon",45.1129133559011,-92.8379121851889,904.83,904.96779528
82001500,"2005-06-02","Loon",45.1129133559011,-92.8379121851889,904.75,904.88779528
82001500,"2005-06-15","Loon",45.1129133559011,-92.8379121851889,904.87,905.00779528
82001500,"2005-07-01","Loon",45.1129133559011,-92.8379121851889,904.65,904.78779528
82001500,"2005-07-14","Loon",45.1129133559011,-92.8379121851889,904.35,904.48779528
82001500,"2005-07-28","Loon",45.1129133559011,-92.8379121851889,904.24,904.37779528
82001500,"2005-08-25","Loon",45.1129133559011,-92.8379121851889,904.27,904.40779528
82001500,"2005-09-06","Loon",45.1129133559011,-92.8379121851889,904.63,904.76779528
82001500,"2005-09-22","Loon",45.1129133559011,-92.8379121851889,904.65,904.78779528
82001500,"2005-10-04","Loon",45.1129133559011,-92.8379121851889,904.63,904.76779528
82001500,"2005-10-20","Loon",45.1129133559011,-92.8379121851889,904.85,904.98779528
82001500,"2006-04-19","Loon",45.1129133559011,-92.8379121851889,905.12,905.25779528
82001500,"2006-05-03","Loon",45.1129133559011,-92.8379121851889,905.12,905.25779528
82001500,"2006-05-19","Loon",45.1129133559011,-92.8379121851889,904.92,905.05779528
82001500,"2006-05-31","Loon",45.1129133559011,-92.8379121851889,904.82,904.95779528
82001500,"2006-06-16","Loon",45.1129133559011,-92.8379121851889,904.66,904.79779528
82001500,"2006-06-26","Loon",45.1129133559011,-92.8379121851889,904.58,904.71779528
82001500,"2006-07-13","Loon",45.1129133559011,-92.8379121851889,904.32,904.45779528
82001500,"2006-07-25","Loon",45.1129133559011,-92.8379121851889,904.18,904.31779528
82001500,"2006-08-11","Loon",45.1129133559011,-92.8379121851889,904.41,904.54779528
82001500,"2006-08-21","Loon",45.1129133559011,-92.8379121851889,904.3,904.43779528
82001500,"2006-09-08","Loon",45.1129133559011,-92.8379121851889,904.42,904.55779528
82001500,"2006-09-12","Loon",45.1129133559011,-92.8379121851889,904.34,904.47779528
82001500,"2006-10-04","Loon",45.1129133559011,-92.8379121851889,904.36,904.49779528
82001500,"2006-10-09","Loon",45.1129133559011,-92.8379121851889,904.28,904.41779528
82001500,"2007-04-10","Loon",45.1129133559011,-92.8379121851889,904.8,904.93779528
82001500,"2007-04-17","Loon",45.1129133559011,-92.8379121851889,904.78,904.91779528
82001500,"2007-05-16","Loon",45.1129133559011,-92.8379121851889,904.5,904.63779528
82001500,"2007-06-12","Loon",45.1129133559011,-92.8379121851889,904.38,904.51779528
82001500,"2007-07-11","Loon",45.1129133559011,-92.8379121851889,904.11,904.24779528
82001500,"2007-08-17","Loon",45.1129133559011,-92.8379121851889,904.08,904.21779528
82001500,"2007-09-05","Loon",45.1129133559011,-92.8379121851889,904.24,904.37779528
82001500,"2007-10-05","Loon",45.1129133559011,-92.8379121851889,904.7,904.83779528
82001500,"2008-04-24","Loon",45.1129133559011,-92.8379121851889,905.06,905.19779528
82001500,"2008-05-06","Loon",45.1129133559011,-92.8379121851889,905.36,905.49779528
82001500,"2008-05-20","Loon",45.1129133559011,-92.8379121851889,905.28,905.41779528
82001500,"2008-06-02","Loon",45.1129133559011,-92.8379121851889,905.36,905.49779528
82001500,"2008-06-19","Loon",45.1129133559011,-92.8379121851889,904.94,905.07779528
82001500,"2008-06-30","Loon",45.1129133559011,-92.8379121851889,904.92,905.05779528
82001500,"2008-07-14","Loon",45.1129133559011,-92.8379121851889,904.5,904.63779528
82001500,"2008-07-28","Loon",45.1129133559011,-92.8379121851889,904.56,904.69779528
82001500,"2008-08-26","Loon",45.1129133559011,-92.8379121851889,904.46,904.59779528
82001500,"2008-09-09","Loon",45.1129133559011,-92.8379121851889,904.26,904.39779528
82001500,"2008-09-25","Loon",45.1129133559011,-92.8379121851889,904.3,904.43779528
82001500,"2008-10-08","Loon",45.1129133559011,-92.8379121851889,904.28,904.41779528
82001500,"2008-10-21","Loon",45.1129133559011,-92.8379121851889,904.26,904.39779528
82001500,"2009-04-16","Loon",45.1129133559011,-92.8379121851889,904.49,904.62779528
82001500,"2009-04-29","Loon",45.1129133559011,-92.8379121851889,904.45,904.58779528
82001500,"2009-05-27","Loon",45.1129133559011,-92.8379121851889,904.15,904.28779528
82001500,"2009-06-23","Loon",45.1129133559011,-92.8379121851889,904.01,904.14779528
82001500,"2009-08-27","Loon",45.1129133559011,-92.8379121851889,903.85,903.98779528
82001500,"2009-09-16","Loon",45.1129133559011,-92.8379121851889,903.67,903.80779528
82001500,"2009-10-20","Loon",45.1129133559011,-92.8379121851889,903.81,903.94779528
82001500,"2010-04-15","Loon",45.1129133559011,-92.8379121851889,904.03,904.16779528
82001500,"2011-04-21","Loon",45.1129133559011,-92.8379121851889,904.96,905.09779528
82001500,"2012-04-04","Loon",45.1129133559011,-92.8379121851889,905.37,905.50779528
82001500,"2012-04-28","Loon",45.1129133559011,-92.8379121851889,905.47,905.60779528
82001500,"2012-05-19","Loon",45.1129133559011,-92.8379121851889,905.47,905.60779528
82001500,"2012-06-19","Loon",45.1129133559011,-92.8379121851889,905.67,905.80779528
82001500,"2012-07-15","Loon",45.1129133559011,-92.8379121851889,905.47,905.60779528
82001500,"2012-08-24","Loon",45.1129133559011,-92.8379121851889,905.17,905.30779528
82001500,"2013-05-02","Loon",45.1129133559011,-92.8379121851889,905.73,905.86779528
82001500,"2014-05-01","Loon",45.1129133559011,-92.8379121851889,905.87,906.00779528
82001500,"2014-06-13","Loon",45.1129133559011,-92.8379121851889,905.99,906.12779528
82001500,"2014-07-09","Loon",45.1129133559011,-92.8379121851889,905.95,906.08779528
82001500,"2014-08-08","Loon",45.1129133559011,-92.8379121851889,905.65,905.78779528
82001500,"2014-09-03","Loon",45.1129133559011,-92.8379121851889,905.63,905.76779528
82001500,"2014-10-03","Loon",45.1129133559011,-92.8379121851889,905.37,905.50779528
82001500,"2015-04-08","Loon",45.1129133559011,-92.8379121851889,904.85,904.98779528
82001500,"2015-04-23","Loon",45.1129133559011,-92.8379121851889,904.85,904.98779528
82001500,"2015-05-22","Loon",45.1129133559011,-92.8379121851889,904.85,904.98779528
82001500,"2015-06-19","Loon",45.1129133559011,-92.8379121851889,905.01,905.14779528
82001500,"2015-07-17","Loon",45.1129133559011,-92.8379121851889,905.43,905.56779528
82001500,"2015-08-14","Loon",45.1129133559011,-92.8379121851889,905.23,905.36779528
82001500,"2015-09-10","Loon",45.1129133559011,-92.8379121851889,905.15,905.28779528
82001500,"2015-10-09","Loon",45.1129133559011,-92.8379121851889,905.09,905.22779528
82001500,"2016-04-06","Loon",45.1129133559011,-92.8379121851889,905.16,905.29779528
82001500,"2016-05-03","Loon",45.1129133559011,-92.8379121851889,905.2,905.33779528
82001500,"2016-05-16","Loon",45.1129133559011,-92.8379121851889,905.12,905.25779528
82001500,"2016-05-31","Loon",45.1129133559011,-92.8379121851889,905.1,905.23779528
82001500,"2016-06-13","Loon",45.1129133559011,-92.8379121851889,905.26,905.39779528
82001500,"2016-06-28","Loon",45.1129133559011,-92.8379121851889,905.18,905.31779528
82001500,"2016-07-11","Loon",45.1129133559011,-92.8379121851889,905.12,905.25779528
82001500,"2016-07-27","Loon",45.1129133559011,-92.8379121851889,905.02,905.15779528
82001500,"2016-08-08","Loon",45.1129133559011,-92.8379121851889,905.08,905.21779528
82001500,"2016-08-22","Loon",45.1129133559011,-92.8379121851889,905.24,905.37779528
82001500,"2016-09-06","Loon",45.1129133559011,-92.8379121851889,905.42,905.55779528
82001500,"2016-09-19","Loon",45.1129133559011,-92.8379121851889,905.1,905.23779528
82001500,"2016-10-03","Loon",45.1129133559011,-92.8379121851889,905.86,905.99779528
82001500,"2016-10-20","Loon",45.1129133559011,-92.8379121851889,905.14,905.27779528
82001500,"2017-04-10","Loon",45.1129133559011,-92.8379121851889,905.71,905.84779528
82001500,"2017-04-17","Loon",45.1129133559011,-92.8379121851889,905.75,905.88779528
82001500,"2017-05-01","Loon",45.1129133559011,-92.8379121851889,905.91,906.04779528
82001500,"2017-05-15","Loon",45.1129133559011,-92.8379121851889,905.81,905.94779528
82001500,"2017-05-30","Loon",45.1129133559011,-92.8379121851889,906.19,906.32779528
82001500,"2017-06-13","Loon",45.1129133559011,-92.8379121851889,905.95,906.08779528
82001500,"2017-06-26","Loon",45.1129133559011,-92.8379121851889,905.89,906.02779528
82001500,"2017-07-10","Loon",45.1129133559011,-92.8379121851889,905.85,905.98779528
82001500,"2017-07-24","Loon",45.1129133559011,-92.8379121851889,905.79,905.92779528
82001500,"2017-08-07","Loon",45.1129133559011,-92.8379121851889,905.69,905.82779528
82001500,"2017-08-22","Loon",45.1129133559011,-92.8379121851889,905.89,906.02779528
82001500,"2017-09-05","Loon",45.1129133559011,-92.8379121851889,905.85,905.98779528
82001500,"2017-09-18","Loon",45.1129133559011,-92.8379121851889,905.75,905.88779528
82001500,"2017-10-02","Loon",45.1129133559011,-92.8379121851889,905.73,905.86779528
82001500,"2017-10-13","Loon",45.1129133559011,-92.8379121851889,905.89,906.02779528
82001500,"2018-05-08","Loon",45.1129133559011,-92.8379121851889,906.14,906.27779528
82001500,"2018-05-15","Loon",45.1129133559011,-92.8379121851889,906.12,906.25779528
82001500,"2018-05-31","Loon",45.1129133559011,-92.8379121851889,906.06,906.19779528
82001500,"2018-06-26","Loon",45.1129133559011,-92.8379121851889,905.78,905.91779528
82001500,"2018-07-10","Loon",45.1129133559011,-92.8379121851889,905.56,905.69779528
82001500,"2018-07-25","Loon",45.1129133559011,-92.8379121851889,905.44,905.57779528
82001500,"2018-08-08","Loon",45.1129133559011,-92.8379121851889,905.34,905.47779528
82001500,"2018-08-22","Loon",45.1129133559011,-92.8379121851889,904.2,904.33779528
82001500,"2018-09-04","Loon",45.1129133559011,-92.8379121851889,905.38,905.51779528
82001500,"2018-09-18","Loon",45.1129133559011,-92.8379121851889,905.36,905.49779528
82001500,"2018-10-03","Loon",45.1129133559011,-92.8379121851889,905.48,905.61779528
82001500,"2018-10-15","Loon",45.1129133559011,-92.8379121851889,905.56,905.69779528
82001500,"2019-04-25","Loon",45.1129133559011,-92.8379121851889,905.63,905.76779528
82001500,"2019-05-02","Loon",45.1129133559011,-92.8379121851889,905.55,905.68779528
82001500,"2019-05-30","Loon",45.1129133559011,-92.8379121851889,905.61,905.74779528
82001500,"2019-06-27","Loon",45.1129133559011,-92.8379121851889,904.91,905.04779528
82001500,"2019-07-25","Loon",45.1129133559011,-92.8379121851889,904.73,904.86779528
82001500,"2019-08-19","Loon",45.1129133559011,-92.8379121851889,904.77,904.90779528
82001500,"2019-09-20","Loon",45.1129133559011,-92.8379121851889,904.69,904.82779528
82001500,"2019-10-17","Loon",45.1129133559011,-92.8379121851889,904.69,904.82779528
82001600,"1988-02-04","Silver",45.1027595487184,-92.8490307775303,907.82,907.9676378
82001600,"1996-04-30","Silver",45.1027595487184,-92.8490307775303,909.66,909.8076378
82001600,"1996-05-02","Silver",45.1027595487184,-92.8490307775303,909.62,909.7676378
82001600,"1996-05-07","Silver",45.1027595487184,-92.8490307775303,909.66,909.8076378
82001600,"1996-05-10","Silver",45.1027595487184,-92.8490307775303,909.66,909.8076378
82001600,"1996-05-15","Silver",45.1027595487184,-92.8490307775303,909.64,909.7876378
82001600,"1996-05-20","Silver",45.1027595487184,-92.8490307775303,909.96,910.1076378
82001600,"1996-05-27","Silver",45.1027595487184,-92.8490307775303,909.73,909.8776378
82001600,"1996-05-31","Silver",45.1027595487184,-92.8490307775303,909.66,909.8076378
82001600,"1996-06-01","Silver",45.1027595487184,-92.8490307775303,909.66,909.8076378
82001600,"1996-06-13","Silver",45.1027595487184,-92.8490307775303,909.56,909.7076378
82001600,"1996-06-18","Silver",45.1027595487184,-92.8490307775303,909.62,909.7676378
82001600,"1996-06-26","Silver",45.1027595487184,-92.8490307775303,909.76,909.9076378
82001600,"1996-06-27","Silver",45.1027595487184,-92.8490307775303,909.74,909.8876378
82001600,"1996-07-05","Silver",45.1027595487184,-92.8490307775303,909.53,909.6776378
82001600,"1996-07-16","Silver",45.1027595487184,-92.8490307775303,909.44,909.5876378
